Latitude,Longitude
13.34968,77.72555
13.35025,77.72556
13.35147,77.72562
13.35274,77.72569
13.35311,77.7257
13.35359,77.72569
13.35407,77.72569
13.35457,77.7257
13.35506,77.7257
13.35797,77.72567
13.35908,77.72568
13.36086,77.72569
13.36818,77.72584
13.36838,77.72585
13.36858,77.72585
13.36981,77.72586
13.37038,77.72587
13.37092,77.72588
13.37222,77.7259
13.37294,77.72592
13.3733,77.72593
13.37386,77.72595
13.37491,77.72598
13.37594,77.72601
13.37687,77.72604
13.37784,77.72608
13.37914,77.7261
13.38052,77.72619
13.38092,77.72623
13.38143,77.72631
13.38191,77.72646
13.38234,77.72661
13.38291,77.7269
13.38292,77.72691
13.38329,77.72714
13.38365,77.72742
13.38413,77.72789
13.38435,77.72816
13.38455,77.72844
13.3856,77.72994
13.38869,77.73434
13.38884,77.73455
13.38955,77.73558
13.38966,77.73572
13.38981,77.73594
13.39011,77.7364
13.39084,77.73745
13.39121,77.73798
13.39162,77.73855
13.39217,77.73924
13.3923,77.73937
13.39255,77.73963
13.39346,77.74038
13.39347,77.7404
13.39411,77.74082
13.39453,77.74105
13.3949,77.74122
13.3954,77.74141
13.39589,77.74156
13.39649,77.74173
13.39713,77.74183
13.3977,77.74189
13.39805,77.74193
13.39884,77.742
13.39957,77.74207
13.40012,77.74213
13.40057,77.74218
13.40112,77.7422
13.40186,77.74223
13.40237,77.74229
13.40302,77.74237
13.40362,77.74246
13.40425,77.74255
13.40426,77.74255
13.40496,77.7426
13.40557,77.74268
13.40602,77.74272
13.40701,77.74283
13.40791,77.74292
13.40874,77.74301
13.40953,77.7431
13.41037,77.74317
13.4111,77.74327
13.41127,77.74329
13.41138,77.7433
13.41143,77.74331
13.41231,77.74342
13.41372,77.74356
13.41469,77.74368
13.41517,77.74372
13.41595,77.74382
13.41626,77.74385
13.41638,77.74386
13.41642,77.74386
13.41657,77.74388
13.41682,77.7439
13.41771,77.74397
13.41775,77.74397
13.41863,77.74408
13.41983,77.7442
13.4203,77.74425
13.42097,77.74432
13.42172,77.7444
13.42229,77.74443
13.42278,77.7444
13.42334,77.74436
13.42382,77.74431
13.42438,77.74418
13.42484,77.74405
13.42534,77.74387
13.42577,77.7437
13.42638,77.74347
13.42703,77.74319
13.42771,77.7429
13.42895,77.74239
13.42986,77.74202
13.43066,77.7417
13.43129,77.74146
13.43226,77.74109
13.43257,77.74097
13.43277,77.74089
13.43309,77.74075
13.43343,77.7406
13.4338,77.74043
13.43401,77.74035
13.43412,77.74031
13.43641,77.73942
13.43804,77.7388
13.44016,77.73797
13.44084,77.7377
13.44132,77.7375
13.44154,77.73741
13.44155,77.73741
13.44177,77.73732
13.44332,77.7367
13.44395,77.73646
13.44503,77.73603
13.4454,77.7359
13.44599,77.73573
13.44625,77.73569
13.4463,77.73568
13.44636,77.73567
13.44642,77.73566
13.44675,77.73564
13.44739,77.73564
